ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
538314cc-d35e-4cb4-8c68-bd8b0b46e3c0,1991,2n Cycle,Married,96818.56369221515,1,2,2020-10-30,100,1,1249,132,353,145,146,39,0,1,1,1,0,0,0,12,2,7,16
c69e96f3-c417-47b5-b93d-c0ff8b7406e3,1930,2n Cycle,Divorced,48833.36561735858,0,0,2022-01-08,136,1,522,226,415,255,108,38,13,0,1,0,0,1,0,3,1,13,19
83f5b4a3-04d5-466e-8075-95e0e668077a,1956,Graduation,Single,36336.96236132659,0,0,2022-05-09,119,1,521,188,108,461,187,22,12,1,0,1,1,1,1,13,12,6,0
f36d104f-52c7-456a-af48-1b8839cf602e,1991,2n Cycle,Together,74917.77669159751,1,1,2020-01-14,53,0,782,264,562,226,198,95,11,0,1,1,0,0,1,13,5,3,21
437ff792-f824-4baf-acd0-5e63f9844724,1932,Graduation,Married,59469.311923647394,0,0,2020-02-03,32,1,272,133,761,235,46,51,4,0,0,1,0,1,0,15,1,3,17
eaaf6c78-487a-4822-bfd7-f0d2d4b93ffd,1999,PhD,Widow,91711.85565912208,0,0,2020-02-05,51,1,935,210,496,360,70,46,9,1,1,0,0,0,0,6,13,5,14
81c8acdb-b709-4104-ba53-70484585b6e5,2001,Basic,Married,20882.84917509788,0,1,2022-06-01,44,0,1425,59,340,379,153,62,13,1,1,1,0,0,0,18,13,5,4
9448fc64-e95f-43fb-98ec-5e47a3909b42,1956,PhD,Single,146415.27307326332,1,0,2021-04-14,82,1,182,212,941,454,39,96,12,1,1,0,1,0,0,1,7,8,6
478b88d2-cee0-4669-888b-2b0061fbb304,1938,Graduation,Single,148069.5042271444,0,0,2023-02-21,146,0,487,215,382,488,132,68,10,0,0,0,0,0,1,9,7,11,17
8365ed5a-f588-4a0d-a69d-56459fbc0d2a,1991,Basic,Divorced,107742.63996276433,1,1,2020-04-29,37,1,845,225,532,12,148,42,3,1,1,0,1,1,1,17,12,4,5
dfb7fa3e-61b5-480c-a50b-f2b01bdddbb1,1966,2n Cycle,Widow,85053.49128817685,0,1,2022-05-30,96,1,123,130,299,209,131,47,6,0,0,0,1,0,0,16,13,7,21
37c46d8d-04f8-420e-8d46-246e4ef11605,1980,Master,Widow,53333.86628008589,1,1,2020-07-29,56,1,984,75,138,228,22,33,5,0,1,0,1,1,0,4,11,4,20
c46a1e3c-00db-4cb6-93a2-d996ccd87cca,1973,Master,Divorced,123931.30275897282,1,2,2021-07-01,105,0,789,285,358,396,105,39,9,0,0,1,0,0,0,11,4,1,4
a1203b1e-3f0a-42c8-9aea-ce0eee5d1385,1953,PhD,Married,105862.3641575431,0,2,2021-05-10,59,1,413,276,835,99,83,74,6,1,0,1,1,0,0,5,9,14,29
a9011e71-c0da-4181-9664-7d6b32e427d5,1988,2n Cycle,Married,32766.37150828478,1,1,2023-11-16,131,1,1195,155,498,30,142,60,4,1,0,0,0,1,0,8,6,5,18
5f1d24af-adb8-47b5-ae1d-b18afeb885f0,1961,Graduation,Widow,137529.80582913794,0,1,2021-02-22,35,1,1311,247,384,385,115,49,14,1,1,1,0,0,0,19,3,8,9
87da495c-4275-4622-855a-d76c1306324f,1981,Basic,Married,125155.21400924366,1,1,2021-08-23,93,0,1458,217,603,15,108,66,14,0,0,0,0,1,1,0,0,12,14
0239cd78-db82-4c98-ac0a-6c7083f9c584,1991,2n Cycle,Together,142971.98786086935,0,2,2023-04-19,97,0,685,189,958,136,135,61,3,0,1,1,1,1,1,14,10,2,9
0bc70c41-1a60-41bb-bf79-625d363e2870,1987,Master,Widow,111600.73117437039,0,2,2023-12-11,135,1,112,162,279,328,40,57,6,1,0,1,0,0,1,5,1,0,26
1eefaf4d-75b0-40f7-8cf7-93a8a1483408,1981,Graduation,Divorced,95878.12743101058,1,0,2020-09-26,76,0,887,179,636,165,111,32,6,0,0,1,0,0,0,18,9,0,15
79f3cd24-1a99-43dd-afec-be9c5dbd140a,1941,2n Cycle,Single,68554.02508068664,0,0,2022-06-26,49,1,121,33,482,458,146,74,5,0,0,1,0,0,0,17,9,12,11
740b7d52-6c6d-4c83-b030-5e7e51fba0de,1968,PhD,Together,140581.98766956187,0,1,2023-01-21,94,1,1245,40,908,309,111,15,7,1,0,1,1,0,0,5,3,2,17
6833aa65-4979-49d9-b8f6-74b041c1c126,1931,Master,Together,131248.94453005717,1,2,2023-07-16,24,1,38,74,110,439,102,81,3,1,1,0,1,0,1,12,0,9,22
29555410-d521-42a1-9bb5-2180f6bc3bab,1932,Master,Together,16330.613814866516,0,2,2022-06-22,148,1,496,278,865,469,45,93,9,1,0,0,1,0,0,0,14,4,0
087f100c-680b-4273-b07f-94623d8828b2,1985,PhD,Divorced,13691.37642961528,0,2,2022-03-02,37,1,779,175,138,480,155,47,4,0,0,1,0,1,0,12,12,2,15
e897525c-708a-45b5-98d6-3d418cf9f0b2,1988,Graduation,Single,62704.87136292694,1,1,2022-03-03,4,1,1256,149,995,99,67,9,3,0,1,0,1,1,1,6,7,8,21
d7c61bf8-8dca-41e0-a216-25e614c43991,1931,Basic,Married,123477.4663094566,1,0,2021-11-14,108,1,942,272,434,108,121,81,11,0,0,1,0,0,0,14,8,7,5
32a321f7-4e03-433b-aa5e-aa0d9d973b96,1931,Master,Married,148218.65810409223,0,1,2021-06-28,126,0,148,107,508,342,14,37,0,0,0,0,0,1,1,11,3,2,2
e465c528-03e5-43e4-b768-1a2e6b61fd82,1983,Graduation,Married,31058.364754493945,0,0,2020-07-10,20,0,1420,138,272,172,164,18,11,0,0,1,1,1,1,0,9,8,1
6bd9a950-8dcb-4095-ad85-5fe71960a2c8,1930,PhD,Divorced,93178.30014929891,1,0,2021-12-20,50,0,1021,270,98,236,128,35,7,1,0,1,0,0,0,14,2,14,27
eeb1f5eb-5d46-4953-af70-f53c33f63528,1948,Basic,Married,63324.71992834301,1,1,2022-09-02,96,0,660,288,763,161,194,58,0,0,1,1,1,0,1,3,1,12,1
0c458cc0-91d8-4028-9989-6366ac41a68c,1931,Basic,Single,145788.01569404444,0,0,2020-05-08,105,0,301,211,849,392,110,62,4,0,1,0,0,1,0,12,4,5,29
1c4809d3-602a-4012-b3a6-6d26d76a604e,1982,Basic,Single,127896.64923899922,1,0,2020-08-06,117,0,1383,271,103,215,23,76,14,0,0,0,1,0,1,4,13,12,12
63d22b52-0a8e-4b46-831a-0a31de300c09,1973,Graduation,Together,127366.0186595593,0,2,2021-01-18,98,0,237,65,213,263,26,45,5,1,1,1,0,1,0,1,2,6,8
bb361e11-6e27-467d-8ef2-a5ee8efd0b18,1961,2n Cycle,Together,75617.04237129584,0,0,2022-01-06,66,1,646,247,760,262,39,2,5,1,1,1,0,0,1,0,9,3,15
4872e8b6-52a5-4efa-b1af-c4541adbbc7d,1999,PhD,Divorced,68074.73032727312,0,1,2021-01-24,79,1,662,155,663,291,190,73,12,1,0,0,0,1,0,15,6,3,26
c4352500-1345-4818-ac57-5765aa94e62c,1961,Basic,Married,48276.990070298874,0,1,2023-10-19,6,1,235,46,761,273,188,64,4,0,1,0,0,1,1,5,10,11,4
7df32605-76a2-478b-ae58-0920cf32f3b7,1997,PhD,Divorced,17892.569531129797,0,0,2020-08-16,39,1,202,200,786,2,163,90,2,1,0,0,0,1,1,15,5,12,22
d71eacac-abec-46a6-9acd-d6cd4df71f23,1984,Graduation,Divorced,131061.13267570746,1,2,2022-03-24,115,0,255,147,164,27,23,7,14,1,1,0,1,1,1,13,0,1,27
9e6a3dc5-0a31-46d4-ace7-219068528b2d,2004,Master,Married,123806.14127821085,1,2,2021-01-03,125,0,597,123,998,325,23,50,4,1,1,0,0,0,0,2,11,4,20
b35e7124-c666-46ac-9401-e39e8e8e1745,1985,2n Cycle,Together,149960.47426005828,1,0,2021-01-14,12,1,661,0,852,491,3,80,11,0,1,1,1,0,0,14,7,7,6
67fad4b6-eb2c-4c51-9688-d703487188c5,1946,Graduation,Widow,149529.15719034674,1,0,2023-03-18,131,1,234,246,519,427,66,72,7,1,0,0,1,1,1,2,1,6,12
4b3550a6-38b1-4589-abc5-c6eb4a56808f,1967,Graduation,Together,87760.43878436784,0,1,2022-03-03,18,0,1368,127,283,148,33,5,13,0,1,1,1,1,0,1,4,6,19
9f9d0b13-02e6-4b3b-bfb1-d0283e3c75c2,1953,2n Cycle,Widow,117658.23812527147,0,0,2023-11-15,40,1,533,190,516,27,184,88,1,0,0,1,0,0,1,0,8,5,23
dfab01d2-8c0f-43dd-b0eb-a26b7c1aa794,1998,2n Cycle,Divorced,142267.20218353992,0,2,2021-07-14,21,1,859,66,656,487,176,38,5,1,0,0,0,0,0,8,7,2,28
3b0847f1-b1b7-43ec-b22d-600e6837a8ac,1999,Master,Single,128950.6346948376,0,0,2021-03-12,143,1,1489,3,612,309,180,59,8,0,1,0,0,1,1,8,1,4,26
4632c564-544b-40c6-8cd6-22dfd166f743,1940,Graduation,Divorced,44628.73424404767,1,1,2020-01-23,99,1,769,293,163,437,115,27,7,1,0,1,1,1,0,6,8,12,29
9182b722-d615-47bd-ac5c-1a0938cbed3c,1945,Basic,Widow,73076.17894341309,0,1,2022-10-25,26,0,540,142,885,64,22,96,13,0,1,0,0,1,1,2,4,0,25
1d319f2c-a66f-4837-bc0f-566b939e0578,2002,Master,Widow,28082.318121209297,0,1,2020-01-10,8,1,212,190,658,355,108,53,10,1,0,1,0,1,1,17,9,6,12
6c532bcf-a676-42b8-b54c-ec1657280ed4,1988,PhD,Widow,143567.14381622113,1,1,2021-12-22,100,1,462,20,63,20,68,36,7,1,0,0,1,1,1,10,13,8,26
6c4c8dc6-8eaf-4e58-b6d0-2390bd4de975,1999,PhD,Together,94864.44882312321,1,1,2022-07-13,87,0,435,226,90,251,94,8,7,1,1,0,1,0,1,6,5,0,25
b16428f9-5705-47d3-b12b-c7e21d12e03c,1932,Master,Single,42009.99277048478,1,0,2023-09-02,42,0,282,116,116,234,180,81,14,0,1,0,1,1,0,8,12,12,6
ad917d08-beda-488e-934e-68ac153c008d,1949,PhD,Widow,104038.09581681994,1,0,2023-12-19,14,1,1486,141,865,226,61,55,12,1,1,1,1,0,1,0,2,1,9
326f4301-57d9-45d2-88a3-5158e90ee27f,1988,Graduation,Widow,96537.95366410541,0,0,2023-09-03,78,0,1430,38,266,12,168,58,6,0,1,0,1,0,0,13,12,2,14
56f15624-d79d-4d69-bbcf-1f2319b25c18,1965,Master,Married,60142.78052459767,0,0,2020-02-24,2,1,87,251,821,312,56,84,7,1,0,1,1,0,0,19,2,2,20
dc5e8bab-bb4a-4990-b5e6-ddabecbfc0eb,1948,2n Cycle,Together,25898.062907948064,1,1,2021-11-08,119,1,1067,206,684,48,187,1,12,0,0,0,0,1,1,5,9,7,26
8db8698c-3117-4cc4-8f72-bd57879426e1,1996,Basic,Married,104020.24738299195,0,2,2022-02-13,37,0,460,209,558,117,53,60,5,0,0,1,1,0,0,6,7,6,5
721c29d7-1956-4eb0-88c7-7fba5ce0dffb,1948,Basic,Single,82843.07812653107,0,0,2021-09-16,69,1,277,114,139,53,69,57,1,1,1,0,0,0,0,9,10,5,4
38b4efd3-293f-40b2-b6e6-85858f5591a4,1949,2n Cycle,Together,118124.5748429895,0,2,2020-08-24,41,1,420,224,245,137,100,59,1,1,0,1,0,0,0,6,9,14,22
156fab37-68d7-478a-b731-d7bb4830d7e1,2000,Basic,Together,82822.89015567908,1,0,2020-10-22,62,1,1376,133,660,52,56,39,7,1,1,1,0,0,1,1,9,9,27
832a980b-6471-4494-8073-3f1d1ea6d1d3,1981,PhD,Together,129305.41004459561,0,0,2020-11-30,60,1,695,250,757,43,137,35,10,1,0,1,1,1,0,3,14,9,1
cad5b5b1-1a06-4cee-be75-12be2809d2c8,1962,Master,Widow,87266.95742842798,1,2,2023-08-16,125,0,514,218,394,302,167,36,0,1,1,1,0,1,0,16,11,10,20
3fa0c62f-d231-40d3-b5d4-f4b837b1da1d,1969,PhD,Widow,88531.31601495408,0,1,2021-02-09,111,0,702,90,486,52,134,78,5,0,0,1,1,0,1,0,1,3,14
f4e73dab-a9ab-4642-9bb9-6f74e4776a41,1968,PhD,Together,132731.5043721683,0,0,2022-05-09,14,1,18,45,475,73,102,91,12,1,0,1,1,0,1,9,10,8,25
6ae4d30e-3584-4414-9e7d-db33cdd481e7,1930,Graduation,Together,66487.60126973558,0,0,2021-09-12,84,0,22,37,516,45,165,17,5,1,1,0,0,1,0,18,11,0,15
74c9d6c2-eb83-4dc2-8519-6b438826d8a1,1940,PhD,Married,28762.1319830897,1,0,2022-08-10,130,1,412,141,976,12,84,97,10,0,0,1,1,1,1,14,11,10,18
5d2c49d2-71e7-4d18-97c0-ab5986d41922,1986,Graduation,Single,14029.574683867457,0,2,2023-07-12,70,1,1053,99,183,164,60,62,3,1,1,1,0,1,0,9,1,14,8
9e336c36-19f3-4061-ba7e-fb907d50498b,1979,Basic,Divorced,115719.21579430666,1,1,2023-09-08,145,1,107,189,19,101,2,21,11,1,0,1,0,0,0,18,12,1,28
da3d795e-c007-4779-ad71-7b6049d60c7e,1952,Master,Single,96843.33718948506,1,2,2022-02-11,123,1,1390,34,936,279,127,10,10,0,0,0,1,1,0,11,4,14,21
50762363-1185-48d3-928a-c9159ce00665,1960,Graduation,Widow,108571.1675338913,1,2,2023-05-06,89,1,1304,146,557,257,178,57,12,1,1,0,0,0,1,15,5,13,28
46b1330c-5748-4e51-9b03-337802227196,1971,2n Cycle,Divorced,39814.9826112475,0,1,2020-10-10,28,0,1151,29,523,469,85,56,14,1,1,0,0,0,0,8,11,3,25
a8dc5ecd-9724-49d9-aa2a-b1a737f3e6e6,1936,Graduation,Together,29092.006582147766,0,2,2022-02-05,66,1,1252,83,581,336,46,76,10,1,0,1,0,1,1,14,1,2,18
ffc4661a-58c1-4c8f-bb31-26317aef3ce3,1945,PhD,Widow,12036.25319350347,0,1,2022-07-17,5,0,1134,280,528,355,195,3,12,0,0,0,1,0,1,16,14,0,6
0c1b953d-3afe-4a90-aacc-589e658a5b77,1989,PhD,Single,59082.258232923574,0,0,2020-03-30,45,0,135,269,882,397,75,85,9,1,0,0,0,1,0,13,4,4,3
e614ad39-a5f3-4f5b-b985-905a0bc67a54,1931,PhD,Together,92588.47615964864,1,1,2022-04-22,47,1,361,153,146,137,37,6,2,0,0,1,1,0,1,17,6,6,29
44c24870-8bba-4da6-acf0-eee0fd31d942,1930,Graduation,Married,64914.16631396252,1,0,2023-05-24,31,1,1209,101,665,162,163,60,12,1,0,1,1,1,1,1,9,1,2
66fb5319-1e6a-4ce5-8879-85c2ef2b79e2,1977,2n Cycle,Together,71246.48908332207,1,2,2023-05-02,139,1,128,214,303,408,168,53,10,0,0,0,0,0,1,3,9,4,23
d42ff3ec-2e7c-4b45-88c1-76f2f26720e6,1941,2n Cycle,Widow,136582.2172291248,0,2,2022-06-15,10,1,1284,149,619,386,196,87,2,1,1,1,0,0,1,17,7,5,28
929ca3d1-c858-442e-82d3-784671f8cc28,1998,Basic,Divorced,58755.76538326205,1,0,2022-08-19,118,1,514,82,747,110,140,67,14,0,1,1,1,1,1,6,11,10,19
f524ddb2-ba0d-483a-9e64-c41a578afdff,1966,2n Cycle,Together,81958.52848237351,0,2,2022-03-13,14,0,448,109,819,101,86,91,14,0,1,1,1,1,0,12,6,6,10
2cd44cf4-a2d2-4a67-bcf0-983576d37095,1961,Master,Married,119711.42178376003,1,1,2021-02-11,80,1,1127,274,863,16,57,78,12,0,0,1,0,1,1,14,7,0,0
64da9283-4dfd-4547-9024-dd204179fba1,1938,Graduation,Married,65515.98952497782,0,0,2020-06-09,93,1,1247,200,581,267,49,0,12,0,0,0,0,1,0,0,13,6,5
c64495b7-87c9-4fdd-983f-be3da762b22b,1948,Graduation,Single,97092.13803190229,0,2,2020-04-03,10,0,873,283,694,181,29,54,0,0,0,1,1,0,0,10,11,3,25
06b3d9fb-ca49-48fa-ba78-2561f61da391,1977,Master,Single,130730.91922454433,1,0,2021-01-22,76,0,472,172,761,371,189,2,2,0,1,0,1,1,0,9,8,7,10
ad702a49-2b5e-466d-abf2-5b1a5e98fd21,1932,PhD,Married,142932.88731206988,1,1,2021-12-01,94,1,1033,205,227,23,100,77,3,1,1,0,1,1,0,4,14,12,26
88ea9ed0-21ea-4373-a9ac-4af4835eb87a,1949,Basic,Divorced,30590.287330065312,1,1,2023-01-17,105,0,1428,62,101,28,24,37,10,1,0,0,1,0,0,15,4,3,0
ca282838-783c-4398-b99f-f6925a2a8c07,1953,Graduation,Divorced,139722.2675226092,1,2,2023-06-11,1,1,301,72,586,170,111,0,10,0,0,0,1,1,0,10,12,5,20
ec558d1e-9646-491f-beb3-b98019de5d59,1983,Master,Together,78896.28103113535,0,1,2021-05-02,133,0,230,250,416,408,154,37,4,0,1,1,0,1,1,5,4,8,6
deb04cb3-8dfd-4f1b-877d-9a748293a7fb,1962,Basic,Widow,46154.21436185417,1,0,2020-04-12,20,0,922,123,957,227,178,84,2,0,1,1,1,0,1,8,10,4,5
900685cb-b96e-4ce6-8bc6-69b85a059c01,1953,PhD,Divorced,74279.00587335658,1,1,2023-11-08,8,1,1089,120,215,377,184,28,5,0,1,1,1,1,1,12,9,13,13
afc1e93f-d26c-426a-becb-1646af648e02,2004,Basic,Single,147204.5605399668,1,0,2021-04-03,1,0,936,274,406,187,125,4,10,1,0,0,0,1,0,7,3,11,1
68e27a49-cee2-4b63-8884-14fb6c07c52f,2001,Master,Single,78966.53315900174,0,0,2021-05-01,57,0,111,119,398,345,122,73,13,0,0,0,0,1,1,13,12,3,26
a84019e6-78de-485b-a5a2-6757f0aabe8b,1965,2n Cycle,Widow,56025.225440251146,0,1,2022-06-26,64,0,1036,163,922,229,46,91,14,1,0,0,1,1,1,0,8,7,3
7f8c0b5a-81f6-4d86-a603-57de403acd88,1967,PhD,Divorced,98676.11960434161,1,2,2021-02-18,118,0,1416,285,714,320,117,20,11,1,1,1,1,1,1,16,4,12,10
5ff4244b-a11a-493e-ac18-3ea39845329e,1954,Master,Single,43620.38662894703,0,1,2020-11-05,28,0,499,264,703,339,38,70,4,0,1,0,0,1,0,4,13,8,14
0a6075da-2455-43b7-b1bd-1283c27656b4,1947,Basic,Widow,20620.865935212947,1,0,2020-10-13,121,0,931,160,760,118,15,66,2,0,0,1,1,0,1,1,1,3,17
7488460b-23bc-4f87-90ad-6e69654e744f,1995,Master,Together,28043.16106749089,0,0,2022-04-20,107,1,597,88,498,155,21,46,5,1,0,1,1,1,0,8,14,2,26
ff1a199e-7999-4a4b-a7a3-cc032c363603,1983,PhD,Divorced,27926.417454088143,0,1,2020-09-18,49,1,233,141,753,271,53,83,5,1,1,1,0,0,1,3,9,7,0
e513e2d7-5064-4dc0-b979-df68d3b66281,1964,Graduation,Widow,31266.37709172121,0,2,2020-08-13,120,0,601,202,464,174,148,82,14,0,0,1,1,0,0,16,7,13,2
d0724a01-188f-4445-b6f9-77c1a262290c,1990,PhD,Divorced,29435.804170917418,0,2,2022-08-16,44,1,313,226,690,464,199,34,13,0,1,0,0,0,0,16,14,4,2
aafa2958-aceb-49a1-ae34-89e464875339,1970,2n Cycle,Divorced,99722.46427245004,1,0,2023-09-04,56,1,565,221,948,103,15,67,7,0,1,1,0,0,0,17,6,1,27
89446e95-a473-4a59-8873-be13edaddf94,1962,PhD,Single,35463.21181588028,1,0,2020-07-13,111,1,1035,40,973,91,58,68,1,1,0,0,0,1,1,15,7,9,6
a13fa0f1-d605-423c-9d27-7abe6cd29150,1997,PhD,Widow,58393.41966534085,1,2,2020-08-10,134,0,208,195,730,185,30,0,0,1,1,1,0,1,1,7,11,8,0
58b30d74-f9e6-48fd-9c91-f1e42d897d47,1962,PhD,Widow,135550.37738684166,0,1,2021-11-19,108,1,1037,67,81,459,169,67,3,0,0,0,1,1,0,10,2,2,24
2c86bdea-d818-49c7-a873-2617442735a1,1943,PhD,Divorced,76354.62963680213,1,0,2022-05-12,148,0,1441,263,603,282,31,11,6,1,1,0,0,0,1,17,14,11,10
5fb5b1a7-c969-4835-8e6e-b976848a9b4f,1950,Graduation,Widow,103458.08339294381,1,0,2020-12-08,114,1,1460,1,946,180,186,59,14,1,1,1,1,1,0,9,14,1,5
287559cf-4c4b-4cb6-88c3-44b37f2bba56,1977,2n Cycle,Together,34124.78196822818,1,2,2023-09-06,78,0,1400,124,686,169,161,26,10,0,0,1,1,1,0,12,3,0,19
82d07056-0492-40ad-bb16-e7cca33001ec,1949,PhD,Widow,36920.46263321391,0,1,2023-06-27,130,0,1043,109,750,186,8,55,9,0,1,1,1,1,1,16,4,13,2
07e450fd-264a-41be-93c8-e953d24b66eb,1937,2n Cycle,Married,15721.60627730704,0,2,2020-11-26,37,1,586,85,771,174,138,22,2,1,0,0,1,0,1,17,5,7,18
c152dbdd-a730-4ad8-a89a-1eb1b21f5e45,1936,Graduation,Single,33650.908830103035,0,1,2021-06-04,20,1,1014,119,902,221,9,24,2,1,0,1,1,0,1,9,0,10,1
6310cf40-d58c-4b89-8446-eadadba56387,1996,2n Cycle,Single,49002.647464474205,1,1,2021-05-28,26,0,1093,126,364,232,16,20,4,0,1,1,0,1,0,15,3,2,17
f944b827-62d2-4789-92f4-fa08a30c6ff5,1946,2n Cycle,Divorced,34781.467798744554,1,1,2021-08-11,29,1,1234,254,162,161,67,60,4,0,0,0,0,0,0,19,10,6,29
5fb4b4ee-5032-4f60-9e13-445ee13ec063,1962,Basic,Married,22418.354725987785,1,0,2023-10-16,1,1,1124,182,47,420,47,62,12,0,0,1,0,0,1,4,11,0,11
5f871afe-1720-4fa5-b4b1-5a87a8cdae2b,1977,Basic,Single,26889.021954084114,0,2,2022-06-19,119,1,697,15,510,133,179,51,9,0,0,0,0,1,0,12,9,0,28
71702138-1265-4a22-b3ae-6e84a167c2f7,1988,Graduation,Single,74509.02752458162,0,2,2021-12-07,35,0,131,61,328,390,110,87,2,0,0,1,1,0,1,17,12,14,9
403c674a-8cf2-4b08-b985-7b73cf836b8b,1951,Graduation,Together,38886.720576810956,1,1,2023-05-26,59,0,1404,157,839,479,152,24,8,1,0,0,0,0,0,16,4,11,4
8499805e-46bb-4762-8e5c-263e2f025a2d,1959,PhD,Widow,60997.780546730566,0,0,2021-05-09,69,1,1155,267,115,223,122,54,3,1,0,0,1,1,1,8,6,8,8
d6d8e10f-f538-4f99-895d-f7f0f2669aa6,1967,Master,Widow,80478.41791967997,0,0,2022-10-13,12,1,1043,34,940,152,148,45,12,1,1,1,1,0,1,13,12,14,1
d949fb9e-71e2-41e2-afda-0626eb3e90bc,1980,2n Cycle,Together,106655.27600811115,0,2,2021-02-14,20,1,535,266,848,32,100,31,12,1,0,0,0,0,0,16,4,11,1
841d1e45-2551-4881-8145-facda0816e91,1983,Basic,Single,15503.69957775385,0,0,2021-01-18,43,0,1013,63,336,54,101,54,14,0,1,1,0,0,1,3,12,7,27
7be6e73c-bd4d-490b-bd8d-5c40111acb57,1937,PhD,Divorced,121917.45584726597,1,0,2022-04-25,126,0,226,49,880,441,64,95,2,0,1,1,0,0,1,17,12,11,5
0c4ea700-aa95-4164-8d71-929e2313230c,1956,2n Cycle,Married,97906.05452872708,0,1,2020-12-07,50,1,1177,254,736,6,190,4,10,0,0,0,0,0,0,19,0,12,28
4964e3c0-760b-4492-bfb8-5a03e132716e,1956,2n Cycle,Widow,21446.264472842067,0,0,2020-09-04,29,1,1492,148,863,243,50,35,1,1,1,1,1,0,1,14,10,2,9
bd402aa7-e2e2-449f-be69-c2ff6b8ec9a8,1950,Master,Divorced,132301.00737494882,0,1,2023-02-24,39,1,821,275,839,312,35,48,9,1,1,0,1,0,0,10,6,5,17
a716e35e-8de1-4fac-9156-da8af7613093,1959,PhD,Married,138922.13607445383,0,2,2023-05-23,38,1,870,171,146,125,80,57,12,1,0,0,0,0,1,11,7,10,11
38b55754-2827-4c3a-9e3a-2e9ea304599a,1957,Basic,Together,18550.914379680926,1,0,2022-03-16,84,1,404,200,574,11,126,38,10,0,0,0,1,1,0,8,12,2,3
1c951c2f-82e3-493f-8994-e5918cd9f7d1,1993,PhD,Widow,48762.87074060852,1,2,2022-11-29,128,1,201,34,805,15,87,79,8,1,0,0,1,1,1,12,6,12,21
91986346-129f-4f4a-baca-91304ba93770,1998,2n Cycle,Together,122868.17917102859,0,2,2021-07-21,126,0,37,215,322,207,193,96,3,0,1,0,1,1,1,14,10,11,20
688efa95-27f3-453e-be0c-00d9561c5d2c,1990,2n Cycle,Divorced,114756.35665371217,0,0,2020-05-22,45,1,941,64,442,42,103,84,2,0,1,0,0,1,1,14,13,3,16
51836759-cbb6-4e14-b628-f044dfc949b1,1977,Basic,Divorced,35832.94270989283,0,0,2020-09-10,52,0,187,7,836,372,14,60,6,0,0,0,1,0,1,4,12,0,14
40a12930-2ef8-45b9-b034-2ac5c92b6ba9,1948,Graduation,Single,39308.905267139446,0,2,2021-07-20,80,1,1080,75,12,483,95,8,7,0,0,0,0,1,0,18,14,4,5
9b8d2d78-580b-4255-9ee7-054d2b657499,1933,PhD,Single,61866.09439079348,0,0,2022-05-01,124,1,940,173,942,460,166,5,10,0,1,1,0,1,0,19,3,0,15
4546c1b1-4559-4030-95f6-a0371fbc3493,1964,Master,Married,77833.21792674299,0,1,2020-10-04,119,0,1043,46,493,134,122,34,13,0,1,1,1,0,0,13,7,12,16
8657eb73-6865-400e-8684-f9b1318f8d9d,1993,2n Cycle,Together,96555.66801424144,1,1,2022-07-19,8,0,272,14,700,227,197,38,1,1,1,0,1,0,0,16,14,0,2
822f8fd7-848e-4728-a98b-1527f4761641,1978,Master,Single,61647.90953976814,0,0,2021-08-24,85,0,1142,146,286,110,0,21,6,0,1,1,0,0,0,17,4,9,9
e8acdf98-6fb9-492e-b824-80fdad2e95f1,1946,Basic,Divorced,74754.8602586407,1,2,2022-08-16,129,0,582,25,719,306,150,40,11,0,0,1,1,0,0,2,9,14,4
d8837fa7-db3d-4b4a-8364-67e9901a3187,1973,Graduation,Together,114645.93133872592,1,0,2021-08-26,8,1,515,92,113,456,121,4,4,1,1,1,1,0,0,1,8,10,13
60183088-7af4-4363-a808-435a7b1f9dc2,1959,2n Cycle,Single,15135.648404683707,0,0,2023-06-10,96,0,1244,231,479,159,166,41,14,0,1,1,0,1,1,0,11,10,25
abb3d387-f397-4b57-b614-4da6346f3fdc,1975,Master,Married,45341.172208162905,1,2,2020-07-31,102,1,525,20,21,330,125,86,10,1,1,1,0,0,1,9,11,13,28
d3827c49-ed20-4dee-a210-04c06f9cdd6b,1935,Basic,Single,109868.94202383734,1,2,2020-02-02,5,0,335,37,348,263,56,80,4,1,1,1,0,1,1,18,9,6,20
8187f7f1-3763-407a-b64e-5aa476dc9949,1966,2n Cycle,Divorced,135328.95727620792,1,1,2023-05-16,86,1,697,275,725,224,80,75,2,1,0,0,0,1,1,16,4,11,12
c47903ad-3d0f-4951-ba07-dc0d95e9d07a,1953,Graduation,Single,81634.84189619326,1,2,2020-06-13,34,1,1078,156,682,470,161,86,4,0,0,1,1,0,0,11,0,5,25
bf8c4246-789b-4806-9e3d-4ece366d2e58,1975,2n Cycle,Widow,84495.88793714419,1,1,2021-06-28,55,1,499,178,834,216,168,79,11,0,1,1,1,1,0,0,11,1,5
6f1aa10c-57d3-4dd0-bef9-9e48839c075f,1982,Master,Divorced,25004.081587568646,1,2,2023-10-31,119,1,899,131,565,455,72,66,1,1,1,1,0,1,0,11,8,13,11
